block,blockstratum,measureType,refChangeType,changeintensity,NpixelsEvaluated,stat
254365,cropnew,overall,ALLsub,all,10,0.7663731844833453
835151,cropnew,overall,ALLsub,all,20,0.8322223052956519
857008,cropnew,overall,ALLsub,all,20,0.9064742153351572
1085866,cropnew,overall,ALLsub,all,20,0.875332898502154
1415162,cropnew,overall,ALLsub,all,20,0.8007371472416638
1465798,cropnew,overall,ALLsub,all,20,0.8550366943432016
1472326,cropnew,overall,ALLsub,all,20,0.7812935593220339
866187,wetshort,overall,ALLsub,all,20,0.8471641940461335
1386398,wetshort,overall,ALLsub,all,20,0.7296415338074563
1466277,wetshort,overall,ALLsub,all,20,0.604860403879157
168365,oldcrop_short,overall,ALLsub,all,20,0.8669132522877232
490359,oldcrop_short,overall,ALLsub,all,20,0.5240765356372898
529881,oldcrop_short,overall,ALLsub,all,20,0.9424233158939502
1143507,oldcrop_short,overall,ALLsub,all,16,0.9262787577005329
1402267,oldcrop_short,overall,ALLsub,all,20,0.8529036441091384
1473302,oldcrop_short,overall,ALLsub,all,20,0.8067243314569519
116332,gen,overall,ALLsub,all,10,0.9297005881851925
315306,gen,overall,ALLsub,all,14,0.7192464197165378
405544,gen,overall,ALLsub,all,10,0.9956713740865666
424369,gen,overall,ALLsub,all,13,0.6517837878825211
805113,gen,overall,ALLsub,all,10,0.8605293788573285
806902,gen,overall,ALLsub,all,8,None
860973,gen,overall,ALLsub,all,11,0.6801177344660526
290917,other,overall,ALLsub,all,10,0.9455608095140179
481818,other,overall,ALLsub,all,16,0.7533775202390777
819952,other,overall,ALLsub,all,11,0.9306396842269852
855895,other,overall,ALLsub,all,15,0.9881485362234853
916424,other,overall,ALLsub,all,16,0.6998947482035142
1125880,other,overall,ALLsub,all,16,0.8868690537404184
1159486,other,overall,ALLsub,all,13,0.8969062385765801
1238088,other,overall,ALLsub,all,8,None
1455965,other,overall,ALLsub,all,16,0.6797548822312336
