block,blockstratum,measureType,refChangeType,changeintensity,NpixelsEvaluated,stat
116332,gen,overall,VLsub,all,10,0.9297005881851925
315306,gen,overall,VLsub,all,14,0.7199698035007216
405544,gen,overall,VLsub,all,10,0.9997829569408037
424369,gen,overall,VLsub,all,13,0.6174781720296502
805113,gen,overall,VLsub,all,10,0.8092534152019345
806902,gen,overall,VLsub,all,8,None
860973,gen,overall,VLsub,all,11,0.6502687273865639
290917,other,overall,VLsub,all,10,0.9457789914348134
481818,other,overall,VLsub,all,16,0.9860818312327579
819952,other,overall,VLsub,all,11,0.9317812768858867
855895,other,overall,VLsub,all,15,0.983173591955475
916424,other,overall,VLsub,all,16,0.7970919716314356
1125880,other,overall,VLsub,all,16,0.94186370309969
1159486,other,overall,VLsub,all,13,0.8969062385765801
1238088,other,overall,VLsub,all,8,None
1455965,other,overall,VLsub,all,16,0.9230598556658788
